advertiser,pageId,libraryId,active,start,end,format,cta,link,title,body,regions,mediaFiles
Direcional Engenharia,159185379226,1916264935750375,True,2026-06-09,2026-09-14,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1916264935750375_card0_card_image.png;1916264935750375_card1_card_image.png
Direcional Engenharia,159185379226,1002834162738462,True,2026-06-09,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1002834162738462_card0_card_image.png;1002834162738462_card1_card_image.png;1002834162738462_card2_card_image.png
Direcional Engenharia,159185379226,26434364439569834,True,2026-06-09,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,26434364439569834_card0_card_image.png;26434364439569834_card1_card_image.png;26434364439569834_card2_card_image.png
Direcional Engenharia,159185379226,2435307663650997,True,2026-06-09,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2435307663650997_card0_card_image.png;2435307663650997_card1_card_image.png
Direcional Engenharia,159185379226,957782187264139,True,2026-06-09,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,957782187264139_card0_card_image.png;957782187264139_card1_card_image.png;957782187264139_card2_card_image.png
Direcional Engenharia,159185379226,2407980709709094,True,2026-06-09,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2407980709709094_card0_card_image.png;2407980709709094_card1_card_image.png;2407980709709094_card2_card_image.png
Direcional Engenharia,159185379226,1342046397856188,True,2026-06-09,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1342046397856188_card0_card_image.png;1342046397856188_card1_card_image.png
Direcional Engenharia,159185379226,950231648075078,True,2026-06-09,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,950231648075078_card0_card_image.png;950231648075078_card1_card_image.png;950231648075078_card2_card_image.png;950231648075078_card3_card_image.png
Direcional Engenharia,159185379226,2768665006852465,True,2026-06-09,2026-09-14,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2768665006852465_card0_card_image.png;2768665006852465_card1_card_image.png
Direcional Engenharia,159185379226,1875849643105922,True,2026-06-09,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1875849643105922_card0_card_image.png;1875849643105922_card1_card_image.png
Direcional Engenharia,159185379226,988517087502244,True,2026-06-09,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,988517087502244_card0_card_image.png;988517087502244_card1_card_image.png
Direcional Engenharia,159185379226,1769346234031614,True,2026-06-09,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1769346234031614_card0_card_image.png;1769346234031614_card1_card_image.png;1769346234031614_card2_card_image.png;1769346234031614_card3_card_image.png;1769346234031614_card4_card_image.png;1769346234031614_card5_card_image.png;1769346234031614_card6_card_image.png;1769346234031614_card7_card_image.png;1769346234031614_card8_card_image.png;1769346234031614_card9_card_image.png;1769346234031614_card10_card_image.png;1769346234031614_card11_card_image.png;1769346234031614_card12_card_image.png;1769346234031614_card13_card_image.png;1769346234031614_card14_card_image.png;1769346234031614_card15_card_image.png;1769346234031614_card16_card_image.png;1769346234031614_card17_card_image.png;1769346234031614_card18_card_image.png;1769346234031614_card19_card_image.png
Direcional Engenharia,159185379226,2369906953492256,True,2026-06-09,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2369906953492256_card0_card_image.png;2369906953492256_card1_card_image.png;2369906953492256_card2_card_image.png;2369906953492256_card3_card_image.png;2369906953492256_card4_card_image.png;2369906953492256_card5_card_image.png;2369906953492256_card6_card_image.png;2369906953492256_card7_card_image.png;2369906953492256_card8_card_image.png;2369906953492256_card9_card_image.png;2369906953492256_card10_card_image.png;2369906953492256_card11_card_image.png
Direcional Engenharia,159185379226,2229862184475178,True,2026-06-09,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2229862184475178_card0_card_image.png;2229862184475178_card1_card_image.png;2229862184475178_card2_card_image.png;2229862184475178_card3_card_image.png;2229862184475178_card4_card_image.png;2229862184475178_card5_card_image.png;2229862184475178_card6_card_image.png;2229862184475178_card7_card_image.png;2229862184475178_card8_card_image.png;2229862184475178_card9_card_image.png;2229862184475178_card10_card_image.png;2229862184475178_card11_card_image.png;2229862184475178_card12_card_image.png;2229862184475178_card13_card_image.png;2229862184475178_card14_card_image.png;2229862184475178_card15_card_image.png;2229862184475178_card16_card_image.png;2229862184475178_card17_card_image.png;2229862184475178_card18_card_image.png;2229862184475178_card19_card_image.png
Direcional Engenharia,159185379226,2624606157934992,True,2026-06-09,2026-09-10,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2624606157934992_card0_card_image.png;2624606157934992_card1_card_image.png;2624606157934992_card2_card_image.png;2624606157934992_card3_card_image.png;2624606157934992_card4_card_image.png;2624606157934992_card5_card_image.png;2624606157934992_card6_card_image.png;2624606157934992_card7_card_image.png;2624606157934992_card8_card_image.png;2624606157934992_card9_card_image.png;2624606157934992_card10_card_image.png;2624606157934992_card11_card_image.png;2624606157934992_card12_card_image.png;2624606157934992_card13_card_image.png;2624606157934992_card14_card_image.png;2624606157934992_card15_card_image.png;2624606157934992_card16_card_image.png;2624606157934992_card17_card_image.png;2624606157934992_card18_card_image.png;2624606157934992_card19_card_image.png
Direcional Engenharia,159185379226,1702364810979944,True,2026-06-10,2026-09-16,VIDEO,Saiba mais,http://fb.me/,Saia hoje do aluguel,"As obras do Brisas do Horizonte já começaram! 🚧✨  Agora é o momento ideal para garantir tranquilidade, segurança e a confiança de investir em um empreendimento que já virou realidade.  Visite um de nossos stands e conheça tudo de perto. Venha morar neste excelente dois quartos com lazer completo e viva momentos inesquecíveis com a sua família.   #Direcional #BrisasdoHorizonte",,1702364810979944_0_video_hd.mp4;1702364810979944_0_video_sd.mp4;1702364810979944_0_video_preview.jpg
Direcional Engenharia,159185379226,994016353368588,True,2026-06-10,2026-09-16,VIDEO,Cadastre-se,http://fb.me/,Conquiste seu apê em Caxias,"Quer morar na Baixada Fluminense e ficar perto das principais rodovias? Então a sua chance chegou!  Conheça a segunda fase do bairro planejado Nova Caxias, que chega com tudo o que você sempre sonhou:  • Estrutura completa e segurança 24h  • Apartamentos de 2 quartos, agora com elevador e lazer completo  • Localização estratégica para viver perto de tudo  Aproveite nossas condições especiais e saia do aluguel! #NovaCaxiasUP #Direcional",,994016353368588_0_video_hd.mp4;994016353368588_0_video_sd.mp4;994016353368588_0_video_preview.jpg
Direcional Engenharia,159185379226,1661073801825043,True,2026-06-10,2026-09-16,VIDEO,Saiba mais,http://fb.me/,Saia hoje do aluguel,"As obras do Brisas do Horizonte já começaram! 🚧✨  Agora é o momento ideal para garantir tranquilidade, segurança e a confiança de investir em um empreendimento que já virou realidade.  Visite um de nossos stands e conheça tudo de perto. Venha morar neste excelente dois quartos com lazer completo e viva momentos inesquecíveis com a sua família.   #Direcional #BrisasdoHorizonte",,1661073801825043_0_video_hd.mp4;1661073801825043_0_video_sd.mp4;1661073801825043_0_video_preview.jpg
Direcional Engenharia,159185379226,27133316186361842,True,2026-06-10,2026-09-16,VIDEO,Cadastre-se,http://fb.me/,Seu novo apê está aqui,"Com renda familiar a partir de R$ 4.500, você pode realizar o sonho da casa própria no Olinda Ellis, o primeiro bairro planejado de Campo Grande!  São opções na planta e prontas para morar, perfeitas para quem busca conforto e qualidade de vida. Venha viver no coração da cidade, cercado de comodidade e muitas conveniências ao seu redor.  Não perca essa oportunidade de sair do aluguel com a Direcional! #Direcional #OlindaEllis #CampoGrande",,27133316186361842_0_video_hd.mp4;27133316186361842_0_video_sd.mp4;27133316186361842_0_video_preview.jpg
Direcional Engenharia,159185379226,1548759413259987,True,2026-06-10,2026-09-14,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1548759413259987_card0_card_image.png;1548759413259987_card1_card_image.png;1548759413259987_card2_card_image.png
Direcional Engenharia,159185379226,26887295394274676,True,2026-06-10,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,26887295394274676_card0_card_image.png;26887295394274676_card1_card_image.png;26887295394274676_card2_card_image.png;26887295394274676_card3_card_image.png;26887295394274676_card4_card_image.png;26887295394274676_card5_card_image.png;26887295394274676_card6_card_image.png;26887295394274676_card7_card_image.png;26887295394274676_card8_card_image.png;26887295394274676_card9_card_image.png;26887295394274676_card10_card_image.png;26887295394274676_card11_card_image.png;26887295394274676_card12_card_image.png;26887295394274676_card13_card_image.png;26887295394274676_card14_card_image.png;26887295394274676_card15_card_image.png;26887295394274676_card16_card_image.png;26887295394274676_card17_card_image.png;26887295394274676_card18_card_image.png;26887295394274676_card19_card_image.png
Direcional Engenharia,159185379226,2033339580944126,True,2026-06-10,2026-09-02,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2033339580944126_card0_card_image.png;2033339580944126_card1_card_image.png
Direcional Engenharia,159185379226,27344851608459670,True,2026-06-10,2026-09-14,VIDEO,Cadastre-se,http://fb.me/,Compre seu apê próprio sem ser CLT,Você construiu seu negócio e merece um lar próprio com lazer de clube. Conheça o Alto Liviero! 🏠,,27344851608459670_0_video_hd.mp4;27344851608459670_0_video_sd.mp4;27344851608459670_0_video_preview.jpg
Direcional Engenharia,159185379226,1707423754023927,True,2026-06-12,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1707423754023927_card0_card_image.png;1707423754023927_card1_card_image.png;1707423754023927_card2_card_image.png
Direcional Engenharia,159185379226,1949621455690728,True,2026-06-12,2026-09-16,VIDEO,Cadastre-se,http://fb.me/,Conquiste seu novo apê!,"Venha viver no bairro da Liberdade!  Comprar seu apê em São Paulo nunca foi tão fácil. Além dos  benefícios do programa Minha Casa, Minha Vida, no Pátio Central você encontra unidades a partir de R$ 299 mil!   Você vai morar em um condomínio com apartamentos de 2 dormitórios, varanda, lazer completo, e opções de suíte e vaga, em um bairro planejado com excelente localização.  As obras estão avançadas, então, não perca tempo. Fale com nossa equipe agora e aproveite as condições especiais que só a Riva tem! #Riva #RivaIncorporadora #PátioCentral #Liberdade",são paulo,1949621455690728_0_video_hd.mp4;1949621455690728_0_video_sd.mp4;1949621455690728_0_video_preview.jpg
Direcional Engenharia,159185379226,1661321038423615,True,2026-06-12,2026-09-14,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1661321038423615_card0_card_image.png;1661321038423615_card1_card_image.png;1661321038423615_card2_card_image.png
Direcional Engenharia,159185379226,2550556575386303,True,2026-06-12,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2550556575386303_card0_card_image.png;2550556575386303_card1_card_image.png;2550556575386303_card2_card_image.png
Direcional Engenharia,159185379226,1718998515800489,True,2026-06-12,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1718998515800489_card0_card_image.png;1718998515800489_card1_card_image.png;1718998515800489_card2_card_image.png;1718998515800489_card3_card_image.png;1718998515800489_card4_card_image.png;1718998515800489_card5_card_image.png;1718998515800489_card6_card_image.png;1718998515800489_card7_card_image.png;1718998515800489_card8_card_image.png;1718998515800489_card9_card_image.png;1718998515800489_card10_card_image.png;1718998515800489_card11_card_image.png;1718998515800489_card12_card_image.png;1718998515800489_card13_card_image.png;1718998515800489_card14_card_image.png;1718998515800489_card15_card_image.png;1718998515800489_card16_card_image.png;1718998515800489_card17_card_image.png;1718998515800489_card18_card_image.png;1718998515800489_card19_card_image.png
Direcional Engenharia,159185379226,2049855242597545,True,2026-06-15,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2049855242597545_card0_card_image.png;2049855242597545_card1_card_image.png;2049855242597545_card2_card_image.png
Direcional Engenharia,159185379226,1994763108069682,True,2026-06-15,2026-09-13,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1994763108069682_card0_card_image.png;1994763108069682_card1_card_image.png;1994763108069682_card2_card_image.png
Direcional Engenharia,159185379226,1712390533300724,True,2026-06-15,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1712390533300724_card0_card_image.png;1712390533300724_card1_card_image.png;1712390533300724_card2_card_image.png;1712390533300724_card3_card_image.png;1712390533300724_card4_card_image.png;1712390533300724_card5_card_image.png;1712390533300724_card6_card_image.png;1712390533300724_card7_card_image.png;1712390533300724_card8_card_image.png;1712390533300724_card9_card_image.png;1712390533300724_card10_card_image.png;1712390533300724_card11_card_image.png
Direcional Engenharia,159185379226,2068827023708564,True,2026-06-15,2026-09-13,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2068827023708564_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1326230592367268,True,2026-06-16,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1326230592367268_card0_card_image.png;1326230592367268_card1_card_image.png
Direcional Engenharia,159185379226,993080810115243,True,2026-06-16,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,993080810115243_card0_card_image.png;993080810115243_card1_card_image.png;993080810115243_card2_card_image.png
Direcional Engenharia,159185379226,1864527141597780,True,2026-06-16,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1864527141597780_card0_card_image.png;1864527141597780_card1_card_image.png
Direcional Engenharia,159185379226,2038583533438786,True,2026-06-16,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2038583533438786_card0_card_image.png;2038583533438786_card1_card_image.png
Direcional Engenharia,159185379226,2914635735541875,True,2026-06-16,2026-09-13,VIDEO,Cadastre-se,http://fb.me/,Tudo perto no Betânia,"Morar no Betânia é ter comércio, serviços e mobilidade por perto. No Priori Residence, sua rotina fica mais prática.   Além de chegar com facilidade em outros pontos da cidade.  Confira agora mesmo as condições exclusivas e escolha viver perto de tudo.  #Direcional #DirecionalEngenharia #PrioriResidence #Betania",,2914635735541875_0_video_hd.mp4;2914635735541875_0_video_sd.mp4;2914635735541875_0_video_preview.jpg
Direcional Engenharia,159185379226,1528943389014370,True,2026-06-16,2026-09-13,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1528943389014370_card0_card_image.png;1528943389014370_card1_card_image.png
Direcional Engenharia,159185379226,1999262640951983,True,2026-06-16,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1999262640951983_card0_card_image.png;1999262640951983_card1_card_image.png
Direcional Engenharia,159185379226,833875803135389,True,2026-06-16,2026-09-11,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,833875803135389_card0_card_image.png;833875803135389_card1_card_image.png
Direcional Engenharia,159185379226,979813028266352,True,2026-06-16,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,979813028266352_card0_card_image.png;979813028266352_card1_card_image.png;979813028266352_card2_card_image.png
Direcional Engenharia,159185379226,2917942425205097,True,2026-06-16,2026-09-16,VIDEO,Cadastre-se,http://fb.me/,Apê de 2 Quartos com Varanda,Seu novo apê no Olinda Ellis com varanda gourmet e lazer completo.. Confira! 👇,,2917942425205097_0_video_hd.mp4;2917942425205097_0_video_sd.mp4;2917942425205097_0_video_preview.jpg
Direcional Engenharia,159185379226,1536936094642256,True,2026-06-16,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1536936094642256_card0_card_video_hd.mp4;1536936094642256_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,2131343054112457,True,2026-06-16,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2131343054112457_card0_card_video_hd.mp4;2131343054112457_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1538374331130888,True,2026-06-16,2026-09-09,VIDEO,Cadastre-se,http://fb.me/,More na Estrada dos Menezes,Apê de 2 quartos com varanda e lazer de clube no Vert Alcântara. Confira! 👇,,1538374331130888_0_video_hd.mp4;1538374331130888_0_video_sd.mp4;1538374331130888_0_video_preview.jpg
Direcional Engenharia,159185379226,757805864057304,True,2026-06-16,2026-09-14,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,757805864057304_card0_card_video_hd.mp4;757805864057304_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1687955415780478,True,2026-06-16,2026-09-07,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1687955415780478_card0_card_video_hd.mp4;1687955415780478_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,3645952035546172,True,2026-06-16,2026-09-11,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,3645952035546172_card0_card_video_hd.mp4;3645952035546172_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1008614298621528,True,2026-06-18,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1008614298621528_card0_card_image.png;1008614298621528_card1_card_image.png;1008614298621528_card2_card_image.png;1008614298621528_card3_card_image.png
Direcional Engenharia,159185379226,2239371476803600,True,2026-06-18,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2239371476803600_card0_card_image.png;2239371476803600_card1_card_image.png;2239371476803600_card2_card_image.png;2239371476803600_card3_card_image.png
Direcional Engenharia,159185379226,1008947185200901,True,2026-06-18,2026-09-14,VIDEO,Cadastre-se,http://fb.me/,Tudo perto no Betânia,"Morar no Betânia é ter comércio, serviços e mobilidade por perto. No Priori Residence, sua rotina fica mais prática.   Além de chegar com facilidade em outros pontos da cidade.  Confira agora mesmo as condições exclusivas e escolha viver perto de tudo.  #Direcional #DirecionalEngenharia #PrioriResidence #Betania",,1008947185200901_0_video_hd.mp4;1008947185200901_0_video_sd.mp4;1008947185200901_0_video_preview.jpg
Direcional Engenharia,159185379226,1548928013455717,True,2026-06-19,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1548928013455717_card0_card_image.png;1548928013455717_card1_card_image.png;1548928013455717_card2_card_image.png
Direcional Engenharia,159185379226,1018405437564516,True,2026-06-19,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1018405437564516_card0_card_video_hd.mp4;1018405437564516_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,2541814972919228,True,2026-06-19,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2541814972919228_card0_card_image.png;2541814972919228_card1_card_image.png;2541814972919228_card2_card_image.png;2541814972919228_card3_card_image.png;2541814972919228_card4_card_image.png;2541814972919228_card5_card_image.png;2541814972919228_card6_card_image.png;2541814972919228_card7_card_image.png;2541814972919228_card8_card_image.png;2541814972919228_card9_card_image.png;2541814972919228_card10_card_image.png;2541814972919228_card11_card_image.png;2541814972919228_card12_card_image.png;2541814972919228_card13_card_image.png;2541814972919228_card14_card_image.png
Direcional Engenharia,159185379226,1317279253806907,True,2026-06-19,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1317279253806907_card0_card_image.png;1317279253806907_card1_card_image.png;1317279253806907_card2_card_image.png;1317279253806907_card3_card_image.png;1317279253806907_card4_card_image.png;1317279253806907_card5_card_image.png;1317279253806907_card6_card_image.png;1317279253806907_card7_card_image.png;1317279253806907_card8_card_image.png;1317279253806907_card9_card_image.png;1317279253806907_card10_card_image.png;1317279253806907_card11_card_image.png;1317279253806907_card12_card_image.png;1317279253806907_card13_card_image.png;1317279253806907_card14_card_image.png
Direcional Engenharia,159185379226,1540698874256867,True,2026-06-20,2026-09-15,VIDEO,Cadastre-se,http://fb.me/,Lançamento,"Tem lançamento chegando no bairro Califórnia!  O Vibes Residence é o primeiro empreendimento da Direcional na região e já chega com um projeto que equilibra bem o que realmente importa: planta funcional, lazer completo em uma localização estratégica.   É aquele tipo de produto que faz sentido tanto para morar quanto para investir.  Se você está acompanhando oportunidades na região, esse é um lançamento para entrar no radar agora.  Fale com a gente e garanta sua prioridade.",,1540698874256867_0_video_hd.mp4;1540698874256867_0_video_sd.mp4;1540698874256867_0_video_preview.jpg
Direcional Engenharia,159185379226,985521651045870,True,2026-06-22,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,985521651045870_card0_card_image.png;985521651045870_card1_card_image.png
Direcional Engenharia,159185379226,1361544692559207,True,2026-06-22,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1361544692559207_card0_card_image.png;1361544692559207_card1_card_image.png;1361544692559207_card2_card_image.png
Direcional Engenharia,159185379226,2287319422034607,True,2026-06-22,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2287319422034607_card0_card_image.png;2287319422034607_card1_card_image.png;2287319422034607_card2_card_image.png
Direcional Engenharia,159185379226,2205243913594857,True,2026-06-23,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2205243913594857_card0_card_image.png;2205243913594857_card1_card_image.png;2205243913594857_card2_card_image.png
Direcional Engenharia,159185379226,1777076210120233,True,2026-06-23,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1777076210120233_card0_card_image.png;1777076210120233_card1_card_image.png;1777076210120233_card2_card_image.png
Direcional Engenharia,159185379226,1877846126218685,True,2026-06-23,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1877846126218685_card0_card_video_hd.mp4;1877846126218685_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,2172116583334273,True,2026-06-23,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2172116583334273_card0_card_image.png;2172116583334273_card1_card_image.png;2172116583334273_card2_card_image.png
Direcional Engenharia,159185379226,1574367020769786,True,2026-06-25,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1574367020769786_card0_card_image.png;1574367020769786_card1_card_image.png
Direcional Engenharia,159185379226,1711849343186586,True,2026-06-25,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1711849343186586_card0_card_image.png;1711849343186586_card1_card_image.png
Direcional Engenharia,159185379226,992868070405429,True,2026-06-25,2026-09-13,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,992868070405429_card0_card_video_hd.mp4;992868070405429_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,2076211936265346,True,2026-06-25,2026-09-14,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2076211936265346_card0_card_image.png;2076211936265346_card1_card_image.png;2076211936265346_card2_card_image.png;2076211936265346_card3_card_image.png;2076211936265346_card4_card_image.png;2076211936265346_card5_card_image.png;2076211936265346_card6_card_image.png;2076211936265346_card7_card_image.png;2076211936265346_card8_card_image.png;2076211936265346_card9_card_image.png;2076211936265346_card10_card_image.png;2076211936265346_card11_card_image.png
Direcional Engenharia,159185379226,1003647649034733,True,2026-06-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1003647649034733_card0_card_image.png;1003647649034733_card1_card_image.png
Direcional Engenharia,159185379226,1511427776606341,True,2026-06-26,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1511427776606341_card0_card_image.png;1511427776606341_card1_card_image.png;1511427776606341_card2_card_image.png
Direcional Engenharia,159185379226,2285230018883485,True,2026-06-26,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,2285230018883485_card0_card_image.png;2285230018883485_card1_card_image.png;2285230018883485_card2_card_image.png
Direcional Engenharia,159185379226,1502508297741905,True,2026-06-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1502508297741905_card0_card_image.png;1502508297741905_card1_card_image.png;1502508297741905_card2_card_image.png
Direcional Engenharia,159185379226,986789270828452,True,2026-06-26,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,986789270828452_card0_card_image.png;986789270828452_card1_card_image.png
Direcional Engenharia,159185379226,1335222758194186,True,2026-06-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1335222758194186_card0_card_image.png;1335222758194186_card1_card_image.png;1335222758194186_card2_card_image.png
Direcional Engenharia,159185379226,1698457771296774,True,2026-06-26,2026-09-14,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1698457771296774_card0_card_image.png;1698457771296774_card1_card_image.png;1698457771296774_card2_card_image.png;1698457771296774_card3_card_image.png;1698457771296774_card4_card_image.png;1698457771296774_card5_card_image.png;1698457771296774_card6_card_image.png;1698457771296774_card7_card_image.png;1698457771296774_card8_card_image.png;1698457771296774_card9_card_image.png;1698457771296774_card10_card_image.png;1698457771296774_card11_card_image.png;1698457771296774_card12_card_image.png;1698457771296774_card13_card_image.png;1698457771296774_card14_card_image.png;1698457771296774_card15_card_image.png
Direcional Engenharia,159185379226,1059982933359049,True,2026-06-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1059982933359049_card0_card_video_hd.mp4;1059982933359049_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,953008257787623,True,2026-06-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,953008257787623_card0_card_video_hd.mp4;953008257787623_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1000588636294035,True,2026-06-26,2026-09-13,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1000588636294035_card0_card_video_hd.mp4;1000588636294035_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1686412652653759,True,2026-06-28,2026-09-16,VIDEO,Cadastre-se,http://fb.me/,Lançamento,"Não adianta! localização continua sendo uma das decisões mais importantes na compra de um imóvel. O Vibes Residence está no bairro Califórnia, com acesso fácil a pontos importantes da região e uma infraestrutura que já funciona. É menos deslocamento e mais praticidade no dia a dia.  Se você valoriza uma rotina prática, chame a gente para saber mais.",,1686412652653759_0_video_hd.mp4;1686412652653759_0_video_sd.mp4;1686412652653759_0_video_preview.jpg
Direcional Engenharia,159185379226,1972700296774181,True,2026-06-29,2026-09-16,VIDEO,Cadastre-se,http://fb.me/,Lançamento,"Tem lançamento chegando no bairro Califórnia!  O Vibes Residence é o primeiro empreendimento da Direcional na região e já chega com um projeto que equilibra bem o que realmente importa: planta funcional, lazer completo em uma localização estratégica.   É aquele tipo de produto que faz sentido tanto para morar quanto para investir.  Se você está acompanhando oportunidades na região, esse é um lançamento para entrar no radar agora.  Fale com a gente e garanta sua prioridade.",,1972700296774181_0_video_hd.mp4;1972700296774181_0_video_sd.mp4;1972700296774181_0_video_preview.jpg
Direcional Engenharia,159185379226,1010842925211955,True,2026-06-30,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,1010842925211955_card0_card_image.png;1010842925211955_card1_card_image.png;1010842925211955_card2_card_image.png
Direcional Engenharia,159185379226,998333796383198,True,2026-06-30,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,998333796383198_card0_card_image.png;998333796383198_card1_card_image.png;998333796383198_card2_card_image.png
Direcional Engenharia,159185379226,27503245202651114,True,2026-06-30,2026-09-16,DCO,Cadastre-se,http://fb.me/,{{product.name}},{{product.brand}},,27503245202651114_card0_card_image.png;27503245202651114_card1_card_image.png;27503245202651114_card2_card_image.png
